Ortholog_Gene_Symbol,Axolotl_scRNA,Mouse_BulkRNA,Human_Proteomics,Conservation_Score
AXO23.E9B,True,False,False,1
AXO23.F10B,True,False,False,1
AXO23.F11B,True,False,False,1
AXO23.F12B,True,False,False,1
AXO23.F1B,True,False,False,1
AXO23.F2B,True,False,False,1
AXO23.F3B,True,False,False,1
AXO23.F4B,True,False,False,1
AXO23.F5B,True,False,False,1
AXO23.F6B,True,False,False,1
AXO23.F7B,True,False,False,1
AXO23.F8B,True,False,False,1
AXO23.F9B,True,False,False,1
AXO23.G10B,True,False,False,1
AXO23.G11B,True,False,False,1
AXO23.G1B,True,False,False,1
AXO23.G2B,True,False,False,1
AXO23.G3B,True,False,False,1
AXO23.G4B,True,False,False,1
AXO23.G6B,True,False,False,1
AXO23.G9B,True,False,False,1
AXO23.H10B,True,False,False,1
AXO23.H1B,True,False,False,1
AXO23.H2B,True,False,False,1
AXO23.H3B,True,False,False,1
AXO23.H4B,True,False,False,1
AXO23.H5B,True,False,False,1
AXO23.H6B,True,False,False,1
AXO23.H7B,True,False,False,1
AXO23.H8B,True,False,False,1
AXO23.H9B,True,False,False,1
AXO29.A11B,True,False,False,1
AXO29.A12B,True,False,False,1
AXO29.A1A,True,False,False,1
AXO29.A2A,True,False,False,1
AXO29.A3B,True,False,False,1
AXO29.A4A,True,False,False,1
AXO29.A5B,True,False,False,1
AXO29.A6A,True,False,False,1
AXO29.A9A,True,False,False,1
AXO29.B2A,True,False,False,1
AXO29.B2B,True,False,False,1
AXO29.B4A,True,False,False,1
AXO29.B5B,True,False,False,1
AXO29.B6A,True,False,False,1
AXO29.B7A,True,False,False,1
AXO29.B9A,True,False,False,1
AXO29.C11A,True,False,False,1
AXO29.C12A,True,False,False,1
AXO29.C1A,True,False,False,1
AXO29.C1B,True,False,False,1
AXO29.C2B,True,False,False,1
AXO29.C4B,True,False,False,1
AXO29.C5B,True,False,False,1
AXO29.C8A,True,False,False,1
AXO29.C9A,True,False,False,1
AXO29.D10A,True,False,False,1
AXO29.D12A,True,False,False,1
AXO29.D2B,True,False,False,1
AXO29.D3B,True,False,False,1
AXO29.D4A,True,False,False,1
AXO29.D4B,True,False,False,1
AXO29.D5A,True,False,False,1
AXO29.D5B,True,False,False,1
AXO29.E12B,True,False,False,1
AXO29.E1A,True,False,False,1
AXO29.E1B,True,False,False,1
AXO29.E2A,True,False,False,1
AXO29.E2B,True,False,False,1
AXO29.E4A,True,False,False,1
AXO29.E4B,True,False,False,1
AXO29.E5A,True,False,False,1
AXO29.E5B,True,False,False,1
AXO29.E6A,True,False,False,1
AXO29.E8B,True,False,False,1
AXO29.F10A,True,False,False,1
AXO29.F10B,True,False,False,1
AXO29.F11A,True,False,False,1
AXO29.F12A,True,False,False,1
AXO29.F12B,True,False,False,1
AXO29.F3A,True,False,False,1
AXO29.F4A,True,False,False,1
AXO29.F4B,True,False,False,1
AXO29.F5A,True,False,False,1
AXO29.F5B,True,False,False,1
AXO29.F6B,True,False,False,1
AXO29.G10A,True,False,False,1
AXO29.G11B,True,False,False,1
AXO29.G12B,True,False,False,1
AXO29.G1A,True,False,False,1
AXO29.G2B,True,False,False,1
AXO29.G3A,True,False,False,1
AXO29.G4A,True,False,False,1
AXO29.G4B,True,False,False,1
AXO29.G6A,True,False,False,1
AXO29.G7B,True,False,False,1
AXO29.G8A,True,False,False,1
AXO29.H11A,True,False,False,1
AXO29.H11B,True,False,False,1
AXO29.H12A,True,False,False,1
AXO29.H1A,True,False,False,1
AXO29.H1B,True,False,False,1
AXO29.H2A,True,False,False,1
AXO29.H2B,True,False,False,1
AXO29.H3B,True,False,False,1
AXO29.H4A,True,False,False,1
AXO29.H4B,True,False,False,1
AXO29.H5A,True,False,False,1
AXO3.A1,True,False,False,1
AXO3.A11,True,False,False,1
AXO3.A12,True,False,False,1
AXO3.A3,True,False,False,1
AXO3.A4,True,False,False,1
AXO3.A5,True,False,False,1
AXO3.A6,True,False,False,1
AXO3.A7,True,False,False,1
AXO3.A8,True,False,False,1
AXO3.A9,True,False,False,1
AXO3.B1,True,False,False,1
AXO3.B12,True,False,False,1
AXO3.B4,True,False,False,1
AXO3.B5,True,False,False,1
AXO3.B7,True,False,False,1
AXO3.B8,True,False,False,1
AXO3.B9,True,False,False,1
AXO3.C1,True,False,False,1
AXO3.C11,True,False,False,1
AXO3.C12,True,False,False,1
AXO3.C2,True,False,False,1
AXO3.C3,True,False,False,1
AXO3.C4,True,False,False,1
AXO3.C6,True,False,False,1
AXO3.C7,True,False,False,1
AXO3.C8,True,False,False,1
AXO3.D1,True,False,False,1
AXO3.D11,True,False,False,1
AXO3.D2,True,False,False,1
AXO3.D3,True,False,False,1
AXO3.D4,True,False,False,1
AXO3.D6,True,False,False,1
AXO3.D7,True,False,False,1
AXO3.D8,True,False,False,1
AXO3.E10,True,False,False,1
AXO3.E11,True,False,False,1
AXO3.E12,True,False,False,1
AXO3.E2,True,False,False,1
AXO3.E3,True,False,False,1
AXO3.E4,True,False,False,1
AXO3.E5,True,False,False,1
AXO3.E6,True,False,False,1
AXO3.E7,True,False,False,1
AXO3.E8,True,False,False,1
AXO3.F10,True,False,False,1
AXO3.F3,True,False,False,1
AXO3.F4,True,False,False,1
AXO3.F5,True,False,False,1
AXO3.F6,True,False,False,1
AXO3.F8,True,False,False,1
AXO3.F9,True,False,False,1
AXO3.G1,True,False,False,1
AXO3.G10,True,False,False,1
AXO3.G12,True,False,False,1
AXO3.G6,True,False,False,1
AXO3.G7,True,False,False,1
AXO3.G9,True,False,False,1
AXO3.H1,True,False,False,1
AXO3.H10,True,False,False,1
AXO3.H2,True,False,False,1
AXO3.H3,True,False,False,1
AXO3.H5,True,False,False,1
AXO3.H7,True,False,False,1
AXO3.H8,True,False,False,1
AXO3.H9,True,False,False,1
AXO4.B5,True,False,False,1
AXO4.D11,True,False,False,1
AXO4.F1,True,False,False,1
AXO4.F12,True,False,False,1
AXO4.F2,True,False,False,1
AXO4.F4,True,False,False,1
AXO4.G2,True,False,False,1
AXO4.G3,True,False,False,1
AXO4.G9,True,False,False,1
AXO4.H1,True,False,False,1
AXO4.H10,True,False,False,1
AXO4.H11,True,False,False,1
AXO4.H12,True,False,False,1
AXO4.H4,True,False,False,1
AXO4.H6,True,False,False,1
AXO4.H7,True,False,False,1
AXO4.H8,True,False,False,1
AXO4.H9,True,False,False,1
AXO6.A12B,True,False,False,1
AXO6.A2B,True,False,False,1
AXO6.A3B,True,False,False,1
AXO6.A7B,True,False,False,1
AXO6.B1B,True,False,False,1
AXO6.B6B,True,False,False,1
AXO6.B8B,True,False,False,1
AXO6.B9B,True,False,False,1
AXO6.C11B,True,False,False,1
AXO6.C12B,True,False,False,1
AXO6.C4B,True,False,False,1
AXO6.C6B,True,False,False,1
AXO6.C8B,True,False,False,1
AXO6.D12B,True,False,False,1
AXO6.D4B,True,False,False,1
AXO6.D5B,True,False,False,1
AXO6.D7B,True,False,False,1
AXO6.D8B,True,False,False,1
AXO6.E10B,True,False,False,1
AXO6.E12B,True,False,False,1
AXO6.E3B,True,False,False,1
AXO6.E5B,True,False,False,1
AXO6.F11B,True,False,False,1
AXO6.F2B,True,False,False,1
AXO6.F4B,True,False,False,1
AXO6.F6B,True,False,False,1
AXO6.F8B,True,False,False,1
AXO6.F9B,True,False,False,1
AXO6.G10B,True,False,False,1
AXO6.G6B,True,False,False,1
AXO6.G9B,True,False,False,1
AXO6.H4B,True,False,False,1
AXO6.H5B,True,False,False,1
AXO6.H6B,True,False,False,1
AXO7.B1B,True,False,False,1
AXO7.C3B,True,False,False,1
AXO7.C5B,True,False,False,1
AXO7.C8B,True,False,False,1
AXO7.D4B,True,False,False,1
AXO7.D6B,True,False,False,1
AXO7.E1B,True,False,False,1
AXO7.E4B,True,False,False,1
AXO7.E7B,True,False,False,1
AXO7.F6B,True,False,False,1
AXO7.G4B,True,False,False,1
AXO7.G5B,True,False,False,1
AXO7.G6B,True,False,False,1
AXO7.H3B,True,False,False,1
AXO7.H7B,True,False,False,1
AXO8.A10B,True,False,False,1
AXO8.A12B,True,False,False,1
AXO8.A1A,True,False,False,1
AXO8.A1B,True,False,False,1
AXO8.A2B,True,False,False,1
AXO8.A3A,True,False,False,1
AXO8.A3B,True,False,False,1
AXO8.A4B,True,False,False,1
AXO8.A5B,True,False,False,1
AXO8.A7B,True,False,False,1
AXO8.A8B,True,False,False,1
AXO8.B10B,True,False,False,1
AXO8.B11B,True,False,False,1
AXO8.B1A,True,False,False,1
AXO8.B3A,True,False,False,1
AXO8.B3B,True,False,False,1
AXO8.B4A,True,False,False,1
AXO8.B5A,True,False,False,1
AXO8.B5B,True,False,False,1
AXO8.B7A,True,False,False,1
AXO8.B7B,True,False,False,1
AXO8.B8A,True,False,False,1
AXO8.B9A,True,False,False,1
AXO8.B9B,True,False,False,1
AXO8.C10B,True,False,False,1
AXO8.C11A,True,False,False,1
AXO8.C12A,True,False,False,1
AXO8.C12B,True,False,False,1
AXO8.C1A,True,False,False,1
AXO8.C1B,True,False,False,1
AXO8.C2A,True,False,False,1
AXO8.C2B,True,False,False,1
AXO8.C3A,True,False,False,1
AXO8.C4B,True,False,False,1
AXO8.C5A,True,False,False,1
AXO8.C6A,True,False,False,1
AXO8.C6B,True,False,False,1
AXO8.C9A,True,False,False,1
AXO8.D10A,True,False,False,1
AXO8.D11A,True,False,False,1
AXO8.D12B,True,False,False,1
AXO8.D2B,True,False,False,1
AXO8.D3A,True,False,False,1
AXO8.D3B,True,False,False,1
AXO8.D4A,True,False,False,1
AXO8.D5A,True,False,False,1
AXO8.D7A,True,False,False,1
AXO8.D7B,True,False,False,1
AXO8.E10A,True,False,False,1
AXO8.E10B,True,False,False,1
AXO8.E11A,True,False,False,1
AXO8.E12B,True,False,False,1
AXO8.E3A,True,False,False,1
AXO8.E3B,True,False,False,1
AXO8.E4A,True,False,False,1
AXO8.E5B,True,False,False,1
AXO8.E6A,True,False,False,1
AXO8.E6B,True,False,False,1
AXO8.E8B,True,False,False,1
AXO8.E9B,True,False,False,1
AXO8.F10A,True,False,False,1
AXO8.F11A,True,False,False,1
AXO8.F12A,True,False,False,1
AXO8.F1A,True,False,False,1
AXO8.F1B,True,False,False,1
AXO8.F2A,True,False,False,1
AXO8.F2B,True,False,False,1
AXO8.F3A,True,False,False,1
AXO8.F3B,True,False,False,1
AXO8.F4A,True,False,False,1
AXO8.F4B,True,False,False,1
AXO8.F5A,True,False,False,1
AXO8.F7A,True,False,False,1
AXO8.G10A,True,False,False,1
AXO8.G11A,True,False,False,1
AXO8.G11B,True,False,False,1
AXO8.G12A,True,False,False,1
AXO8.G12B,True,False,False,1
AXO8.G3A,True,False,False,1
AXO8.G3B,True,False,False,1
AXO8.G4A,True,False,False,1
AXO8.G5A,True,False,False,1
AXO8.G7A,True,False,False,1
AXO8.H11B,True,False,False,1
AXO8.H12A,True,False,False,1
AXO8.H12B,True,False,False,1
AXO8.H1B,True,False,False,1
AXO8.H4B,True,False,False,1
AXO8.H5A,True,False,False,1
AXO8.H7A,True,False,False,1
AXO9.A10A,True,False,False,1
AXO9.A11A,True,False,False,1
AXO9.A12A,True,False,False,1
AXO9.A1A,True,False,False,1
AXO9.A2A,True,False,False,1
AXO9.A3A,True,False,False,1
AXO9.A6A,True,False,False,1
AXO9.A7A,True,False,False,1
AXO9.A8A,True,False,False,1
AXO9.C10A,True,False,False,1
AXO9.C11A,True,False,False,1
AXO9.C12A,True,False,False,1
AXO9.C1A,True,False,False,1
AXO9.C2A,True,False,False,1
AXO9.C4A,True,False,False,1
AXO9.C5A,True,False,False,1
AXO9.C6A,True,False,False,1
AXO9.C7A,True,False,False,1
AXO9.C8A,True,False,False,1
AXO9.C9A,True,False,False,1
AXO9.D10A,True,False,False,1
AXO9.D11A,True,False,False,1
AXO9.D12A,True,False,False,1
AXO9.D2A,True,False,False,1
AXO9.D3A,True,False,False,1
AXO9.D4A,True,False,False,1
AXO9.D5A,True,False,False,1
AXO9.D6A,True,False,False,1
AXO9.D7A,True,False,False,1
AXO9.D9A,True,False,False,1
AXO9.E10A,True,False,False,1
AXO9.E11A,True,False,False,1
AXO9.E12A,True,False,False,1
AXO9.E1A,True,False,False,1
AXO9.E2A,True,False,False,1
AXO9.E3A,True,False,False,1
AXO9.E4A,True,False,False,1
AXO9.E5A,True,False,False,1
AXO9.E6A,True,False,False,1
AXO9.E7A,True,False,False,1
AXO9.E8A,True,False,False,1
AXO9.F10A,True,False,False,1
AXO9.F11A,True,False,False,1
AXO9.F12A,True,False,False,1
AXO9.F1A,True,False,False,1
AXO9.F2A,True,False,False,1
AXO9.F4A,True,False,False,1
AXO9.F5A,True,False,False,1
AXO9.F6A,True,False,False,1
AXO9.F7A,True,False,False,1
AXO9.F9A,True,False,False,1
AXO9.G10A,True,False,False,1
AXO9.G11A,True,False,False,1
AXO9.G12A,True,False,False,1
AXO9.G1A,True,False,False,1
AXO9.G2A,True,False,False,1
AXO9.G3A,True,False,False,1
AXO9.G4A,True,False,False,1
AXO9.G5A,True,False,False,1
AXO9.G6A,True,False,False,1
AXO9.G7A,True,False,False,1
AXO9.G8A,True,False,False,1
AXO9.H10A,True,False,False,1
AXO9.H11A,True,False,False,1
AXO9.H1A,True,False,False,1
AXO9.H2A,True,False,False,1
AXO9.H3A,True,False,False,1
AXO9.H4A,True,False,False,1
AXO9.H5A,True,False,False,1
AXO9.H6A,True,False,False,1
AXO9.H7A,True,False,False,1
AXO9.H8A,True,False,False,1
AXO9.H9A,True,False,False,1
B3GAT1,False,True,False,1
BAMBI,False,True,False,1
BC100530,False,True,False,1
BGLAP3,False,True,False,1
BMP8A,False,True,False,1
CACNG4,False,True,False,1
CASQ2,False,True,False,1
CCBE1,False,True,False,1
CCDC68,False,True,False,1
CCER2,False,True,False,1
CD36,False,True,False,1
CDH1,False,False,True,1
CDH2,False,False,True,1
CDH6,False,True,False,1
CECR2,False,True,False,1
CHAC1,False,True,False,1
CHST13,False,True,False,1
CILP,False,True,False,1
CLDN3,False,True,False,1
CLSTN2,False,True,False,1
CNTN2,False,True,False,1
COL14A1,False,True,False,1
COL1A1,True,True,True,3
COL3A1,False,False,True,1
COL9A3,False,True,False,1
CORO6,False,True,False,1
COX4I2,False,True,False,1
CPM,False,True,False,1
CPN1,False,True,False,1
CREG2,False,True,False,1
CRIP3,False,True,False,1
CRYBA4,False,True,False,1
CSDC2,False,True,False,1
CSF3R,False,True,False,1
CST6,False,True,False,1
CTNNB1,True,True,True,3
CXCL5,False,True,False,1
CYBB,False,True,False,1
CYBRD1,False,True,False,1
D430019H16RIK,False,True,False,1
DCLK3,False,True,False,1
DOK4,False,True,False,1
DSG4,False,True,False,1
DYNC1I1,False,True,False,1
EFHD1,False,True,False,1
EGFR,True,True,True,3
EGR2,False,True,False,1
EN1,False,True,False,1
ENTPD3,False,True,False,1
EVX2,False,True,False,1
F5,False,True,False,1
FAM49A,False,True,False,1
FAR2,False,True,False,1
FAT3,False,True,False,1
FBN2,False,True,False,1
FGF10,False,True,False,1
FN1,True,True,True,3
FOS,False,False,True,1
FRZB,False,True,False,1
FSTL4,False,True,False,1
GLDN,False,True,False,1
GM11559,False,True,False,1
GM11562,False,True,False,1
GM11563,False,True,False,1
GM11567,False,True,False,1
GM11568,False,True,False,1
GM11571,False,True,False,1
GM11595,False,True,False,1
GM11938,False,True,False,1
GM13257,False,True,False,1
GM266,False,True,False,1
GM37498,False,True,False,1
GM37797,False,True,False,1
GM4316,False,True,False,1
GM765,False,True,False,1
GOLGA7B,False,True,False,1
GP5,False,True,False,1
GPRC5D,False,True,False,1
GRIN3A,False,True,False,1
GSTA4,False,True,False,1
H19,False,True,False,1
HDC,False,True,False,1
HIF1A,False,False,True,1
HTRA4,False,True,False,1
HUMAN_PROT_0004,False,False,True,1
HUMAN_PROT_0006,False,False,True,1
HUMAN_PROT_0008,False,False,True,1
HUMAN_PROT_0013,False,False,True,1
HUMAN_PROT_0016,False,False,True,1
HUMAN_PROT_0017,False,False,True,1
HUMAN_PROT_0023,False,False,True,1
HUMAN_PROT_0024,False,False,True,1
HUMAN_PROT_0026,False,False,True,1
HUMAN_PROT_0028,False,False,True,1
HUMAN_PROT_0030,False,False,True,1
HUMAN_PROT_0033,False,False,True,1
HUMAN_PROT_0034,False,False,True,1
HUMAN_PROT_0036,False,False,True,1
HUMAN_PROT_0042,False,False,True,1
HUMAN_PROT_0043,False,False,True,1
HUMAN_PROT_0045,False,False,True,1
HUMAN_PROT_0048,False,False,True,1
HUMAN_PROT_0052,False,False,True,1
HUMAN_PROT_0056,False,False,True,1
HUMAN_PROT_0057,False,False,True,1
HUMAN_PROT_0060,False,False,True,1
HUMAN_PROT_0061,False,False,True,1
HUMAN_PROT_0064,False,False,True,1
HUMAN_PROT_0067,False,False,True,1
HUMAN_PROT_0069,False,False,True,1
HUMAN_PROT_0079,False,False,True,1
HUMAN_PROT_0082,False,False,True,1
HUMAN_PROT_0084,False,False,True,1
HUMAN_PROT_0085,False,False,True,1
HUMAN_PROT_0087,False,False,True,1
HUMAN_PROT_0089,False,False,True,1
HUMAN_PROT_0091,False,False,True,1
HUMAN_PROT_0096,False,False,True,1
HUMAN_PROT_0098,False,False,True,1
HUMAN_PROT_0099,False,False,True,1
HUMAN_PROT_0103,False,False,True,1
HUMAN_PROT_0112,False,False,True,1
HUMAN_PROT_0118,False,False,True,1
HUMAN_PROT_0121,False,False,True,1
HUMAN_PROT_0122,False,False,True,1
HUMAN_PROT_0130,False,False,True,1
HUMAN_PROT_0136,False,False,True,1
HUMAN_PROT_0140,False,False,True,1
HUMAN_PROT_0141,False,False,True,1
HUMAN_PROT_0142,False,False,True,1
HUMAN_PROT_0147,False,False,True,1
HUMAN_PROT_0151,False,False,True,1
HUMAN_PROT_0153,False,False,True,1
HUMAN_PROT_0156,False,False,True,1
HUMAN_PROT_0158,False,False,True,1
HUMAN_PROT_0161,False,False,True,1
HUMAN_PROT_0164,False,False,True,1
HUMAN_PROT_0170,False,False,True,1
HUMAN_PROT_0171,False,False,True,1
HUMAN_PROT_0172,False,False,True,1
HUMAN_PROT_0176,False,False,True,1
HUMAN_PROT_0177,False,False,True,1
HUMAN_PROT_0180,False,False,True,1
HUMAN_PROT_0181,False,False,True,1
HUMAN_PROT_0185,False,False,True,1
HUMAN_PROT_0188,False,False,True,1
HUMAN_PROT_0191,False,False,True,1
HUMAN_PROT_0193,False,False,True,1
HUMAN_PROT_0197,False,False,True,1
HUMAN_PROT_0202,False,False,True,1
HUMAN_PROT_0208,False,False,True,1
HUMAN_PROT_0210,False,False,True,1
HUMAN_PROT_0211,False,False,True,1
HUMAN_PROT_0212,False,False,True,1
HUMAN_PROT_0214,False,False,True,1
HUMAN_PROT_0217,False,False,True,1
HUMAN_PROT_0223,False,False,True,1
HUMAN_PROT_0224,False,False,True,1
HUMAN_PROT_0225,False,False,True,1
HUMAN_PROT_0232,False,False,True,1
HUMAN_PROT_0233,False,False,True,1
HUMAN_PROT_0234,False,False,True,1
HUMAN_PROT_0239,False,False,True,1
HUMAN_PROT_0242,False,False,True,1
HUMAN_PROT_0244,False,False,True,1
HUMAN_PROT_0251,False,False,True,1
HUMAN_PROT_0254,False,False,True,1
HUMAN_PROT_0256,False,False,True,1
HUMAN_PROT_0262,False,False,True,1
HUMAN_PROT_0263,False,False,True,1
HUMAN_PROT_0264,False,False,True,1
HUMAN_PROT_0265,False,False,True,1
HUMAN_PROT_0271,False,False,True,1
HUMAN_PROT_0273,False,False,True,1
HUMAN_PROT_0274,False,False,True,1
HUMAN_PROT_0276,False,False,True,1
HUMAN_PROT_0282,False,False,True,1
HUMAN_PROT_0283,False,False,True,1
HUMAN_PROT_0284,False,False,True,1
HUMAN_PROT_0287,False,False,True,1
HUMAN_PROT_0293,False,False,True,1
HUMAN_PROT_0299,False,False,True,1
HUMAN_PROT_0301,False,False,True,1
HUMAN_PROT_0303,False,False,True,1
HUMAN_PROT_0304,False,False,True,1
HUMAN_PROT_0305,False,False,True,1
HUMAN_PROT_0308,False,False,True,1
HUMAN_PROT_0309,False,False,True,1
HUMAN_PROT_0311,False,False,True,1
HUMAN_PROT_0312,False,False,True,1
HUMAN_PROT_0314,False,False,True,1
HUMAN_PROT_0315,False,False,True,1
HUMAN_PROT_0321,False,False,True,1
HUMAN_PROT_0324,False,False,True,1
HUMAN_PROT_0325,False,False,True,1
HUMAN_PROT_0333,False,False,True,1
HUMAN_PROT_0344,False,False,True,1
HUMAN_PROT_0348,False,False,True,1
HUMAN_PROT_0349,False,False,True,1
HUMAN_PROT_0355,False,False,True,1
HUMAN_PROT_0357,False,False,True,1
HUMAN_PROT_0366,False,False,True,1
HUMAN_PROT_0367,False,False,True,1
HUMAN_PROT_0369,False,False,True,1
HUMAN_PROT_0371,False,False,True,1
HUMAN_PROT_0379,False,False,True,1
HUMAN_PROT_0381,False,False,True,1
HUMAN_PROT_0382,False,False,True,1
HUMAN_PROT_0387,False,False,True,1
HUMAN_PROT_0400,False,False,True,1
HUMAN_PROT_0403,False,False,True,1
HUMAN_PROT_0404,False,False,True,1
HUMAN_PROT_0405,False,False,True,1
HUMAN_PROT_0407,False,False,True,1
HUMAN_PROT_0408,False,False,True,1
HUMAN_PROT_0409,False,False,True,1
HUMAN_PROT_0411,False,False,True,1
HUMAN_PROT_0416,False,False,True,1
HUMAN_PROT_0422,False,False,True,1
HUMAN_PROT_0423,False,False,True,1
HUMAN_PROT_0425,False,False,True,1
HUMAN_PROT_0427,False,False,True,1
HUMAN_PROT_0440,False,False,True,1
HUMAN_PROT_0443,False,False,True,1
HUMAN_PROT_0446,False,False,True,1
HUMAN_PROT_0447,False,False,True,1
HUMAN_PROT_0449,False,False,True,1
HUMAN_PROT_0458,False,False,True,1
HUMAN_PROT_0459,False,False,True,1
HUMAN_PROT_0463,False,False,True,1
HUMAN_PROT_0467,False,False,True,1
IFITM1,False,True,False,1
IGFBP5,False,True,False,1
IKZF2,False,True,False,1
IL11,False,True,False,1
IL12RB2,False,True,False,1
IL1B,False,True,False,1
IL6,False,False,True,1
IL7R,False,True,False,1
IRX1,False,True,False,1
ITGAX,False,True,False,1
ITGBL1,False,True,False,1
IVL,False,True,False,1
JUN,False,False,True,1
KIF26A,False,True,False,1
KLF4,False,False,True,1
KLK6,False,True,False,1
KRT32,False,True,False,1
KRT33A,False,True,False,1
KRT35,False,True,False,1
KRT42,False,True,False,1
KRT81,False,True,False,1
KRT83,False,True,False,1
KRT86,False,True,False,1
KRT90,False,True,False,1
KRTAP1-3,False,True,False,1
KRTAP11-1,False,True,False,1
KRTAP13-1,False,True,False,1
KRTAP16-3,False,True,False,1
KRTAP2-4,False,True,False,1
KRTAP3-1,False,True,False,1
KRTAP3-2,False,True,False,1
KRTAP3-3,False,True,False,1
KRTAP4-1,False,True,False,1
KRTAP7-1,False,True,False,1
KRTAP8-1,False,True,False,1
KRTAP9-1,False,True,False,1
KRTAP9-3,False,True,False,1
LEF1,False,True,False,1
LINGO3,False,True,False,1
LRIG1,False,True,False,1
LRRC15,False,True,False,1
LRRC3,False,True,False,1
LRRC66,False,True,False,1
LRRN2,False,True,False,1
MAL,False,True,False,1
MATN4,False,True,False,1
MGLL,False,True,False,1
MGST1,False,True,False,1
MILL1,False,True,False,1
MKI67,False,False,True,1
MMP11,False,True,False,1
MMP12,False,True,False,1
MMP2,True,True,True,3
MMP9,False,False,True,1
MSI1,False,True,False,1
MSX2,False,True,False,1
MTCL1,False,True,False,1
MYC,True,True,True,3
MYPN,False,True,False,1
NANOG,False,False,True,1
NLRP3,False,True,False,1
NOS1,False,True,False,1
NRCAM,False,True,False,1
NRXN1,False,True,False,1
OAS1F,False,True,False,1
OLIG1,False,True,False,1
OSR2,False,True,False,1
PADI1,False,True,False,1
PAMR1,False,True,False,1
PAPPA2,False,True,False,1
PAX9,False,True,False,1
PCK1,False,True,False,1
PCNA,False,False,True,1
PGBD5,False,True,False,1
PIRT,False,True,False,1
POSTN,True,True,True,3
POU3F1,False,True,False,1
POU5F1,False,False,True,1
PPBP,False,True,False,1
PRTG,False,True,False,1
PTGS2,False,True,False,1
RDH1,False,True,False,1
RIAN,False,True,False,1
RNASET2B,False,True,False,1
RORB,False,True,False,1
RUNX2,False,False,True,1
RYR2,False,True,False,1
S100A3,False,True,False,1
S100A4,False,False,True,1
S100A7A,False,True,False,1
SDR16C6,False,True,False,1
SERPINA3E-PS,False,True,False,1
SGPP2,False,True,False,1
SHISA8,False,True,False,1
SKINT1,False,True,False,1
SKINT3,False,True,False,1
SLAMF7,False,True,False,1
SLC16A14,False,True,False,1
SLC26A4,False,True,False,1
SLC26A7,False,True,False,1
SLPI,False,True,False,1
SMOC1,False,True,False,1
SOX11,False,True,False,1
SOX2,False,False,True,1
SOX9,False,False,True,1
SPINK12,False,True,False,1
SPINK6,False,True,False,1
SPOCK1,False,True,False,1
SPP1,True,True,True,3
STAT3,True,True,True,3
STFA3,False,True,False,1
SUSD5,False,True,False,1
TCF7,False,True,False,1
TGFB1,True,True,True,3
THBS4,False,True,False,1
TMEM151A,False,True,False,1
TMEM200C,False,True,False,1
TMPRSS11F,False,True,False,1
TNF,False,True,True,2
TP53,False,False,True,1
TRPM2,False,True,False,1
TUBB1,False,True,False,1
TWIST2,False,True,False,1
UGT1A1,False,True,False,1
VEGFA,False,False,True,1
VSIG8,False,True,False,1
WFDC18,False,True,False,1
ZIC2,False,True,False,1
